B1,B2,B3
197,32,nimbarajas
198,32,AgAra
199,32,abhiSTidyumna
200,32,nAgaramustA
201,32,vizaGkanIya
202,32,sevyatA
203,32,avaguNThitamukha
204,33,tardmavat
205,33,bhaGgArI
206,33,druD
207,34,ekavibhakti
208,34,maGgalI
209,34,bailyAyana
210,34,saMkroza
211,34,magadhaparibhASA
212,34,sahasrasama
213,35,zukanAsikA
214,35,vAjabharman
215,35,sutekara
216,35,yAskAyani
217,35,aghAsaka
218,35,vAmanatattva
219,35,atibhR
220,35,pratisamas
221,35,kAryasaMdeha
222,35,uzIragiri
223,36,tavAgA
224,36,prakRtIjana
225,36,anuvical
226,36,jJAnasaMtati
227,37,atikrama
228,37,khela
229,37,zIghrapAtin
230,37,bhIrupattrI
231,37,bhujiSyA
232,37,prathamarAtra
233,38,gozakRdrasa
234,38,bandIgraha
235,38,vizvasAhva
236,39,saMnAha
237,39,nikAmatapta
238,39,vipralumpaka
239,39,saMvac
240,40,vArivAsa
241,40,duHkhakara
242,40,saurasaMhitA
243,40,apahastaka
244,40,vizvezvarastutipArijAta
245,41,phenadugdhA
246,41,pavinda
247,41,chinnakarNa
248,41,yuvana
249,41,kArdama
250,41,bhuktabhoga
251,41,pArazIka
252,41,vIraprajAvatI
253,41,sAnuka
254,42,dUrvAvaNa
255,42,vakradanta
256,42,nATyocita
257,42,mAdhvIkA
258,42,evaMdravya
259,42,rAzabha
260,42,mAtRnAman
261,42,pUrvayAvan
262,43,uddIpana
263,43,kaTukodaya
264,43,nyAsa
265,43,piGgalatva
266,43,upoha
267,44,pittadAha
268,44,pratiSThoddyota
269,44,savAsa
270,44,anugIta
271,45,cirakAra
272,45,varSadharSa
273,45,nidAghAvadhi
274,45,antarniSTha
275,45,dorAndolana
276,45,upahAsAspada
277,45,lakSmaNA
278,45,hRtsvAzaya
279,45,pUrNaprajJadarzana
280,46,AlApikavaMza
281,46,puraHprahartR
282,46,jaDabharata
283,46,zatrughnajananI
284,47,harivinoda
285,47,dharmeyu
286,47,bhRGgamUlikA
287,47,AtmakRta
288,47,diNDIra
289,48,makAra
290,48,saMgatyanumitivAda
291,48,jaimani
292,48,pravaktRtva
293,48,dharmadughA
294,48,tantri
295,48,kApiJjala
296,49,lAbh
297,49,zayuna
298,49,grISmakAla
299,49,sUryavarman
300,49,liGgalIlAvilAsacaritra
301,49,tariratha
302,49,tryaham
303,49,gUDhamaithuna
304,49,hariyazas
305,49,zabdAnukRti
306,49,vyAghramukha
307,50,parvatarodhas
308,50,paGgUyita
309,50,bharatezvaratIrtha
310,50,prANapA
311,50,puSkalAvatI
312,50,pUtimukta
313,51,kuSThanAzana
314,51,vipradharSa
315,51,laghuyama
316,51,sarasabhAratI
317,51,adviSeNya
318,51,vAstuparIkSA
319,51,raghIyas
320,51,avajRmbh
321,51,vilambha
322,51,kevalin
323,51,dvaitIyIka
324,52,chando
325,52,kolAhala
326,52,yavAgUmaya
327,52,zithilIzAnti
328,53,todana
329,53,puruSAyuSaka
330,53,smArtabhaTTAcArya
331,53,madhuraya
332,53,jAyAmpatika
333,53,zatruMsaha
334,53,balAkikA
335,53,vedAntavRtti
336,54,prANApAna
337,54,Acamanaka
338,54,vINAla
339,54,koTTakAraka
340,54,bhAvana
341,54,parvatakIlA
342,54,jIvantizUlAMkR
343,54,prasaGktavya
344,54,aupadheya
345,54,svayaMsiddha
346,55,lAji
347,55,ekala
348,56,bhUmIruha
349,56,caNDabhArgava
350,56,sakopa
351,56,dharmanandana
352,56,yathAvittAnusAreNa
353,56,nivapana
354,56,zatrunilaya
355,56,dvihRdayA
356,56,upazliSTa
357,56,niSpAvala
358,57,svaritavAkyapaddhati
359,57,zAradAkAra
360,57,alamarthavacas
361,57,zIghrataragati
362,57,puSpAvacaya
363,57,tAviSI
364,57,asatyavAdin
365,57,svalpapattraka
366,58,locamarkaTa
367,58,nagarajana
368,59,taruNIkaTAkSamAla
369,59,atimAra
370,59,mAGkS
371,59,plaka
372,59,baliSThatama
373,59,dhAtuviSa
374,59,mAtRgrAma
375,59,karmajanya
376,59,dIpAloka
377,60,jayadhvaja
378,60,aikAyana
379,60,himavatprabhava
380,60,iTasUna
381,60,dharmyAmRta
382,60,eNI
383,60,maThaya
384,60,sthalakanda
385,60,tApasAyani
386,60,bhRguvaMza
387,60,dIrghakeza
388,61,pruSTa
389,61,bhadramusta
390,61,devahiti
391,61,veNIskandha
392,61,lalATUla
393,61,gaDayanta
394,61,dRgaJcala
395,61,ramyaphala
396,61,dviSTatva
397,61,vipratApasa
398,62,prer
399,62,zatrutA
400,62,hArabhUrA
401,62,mahintama
402,62,rAkSasAlaya
403,62,pRthakzruti
404,62,gilana
405,63,vAtakya
406,63,dAzera
407,63,zatAtman
408,63,ariSTasUdana
409,63,kUpadanDa
410,63,upAyazrIbhadra
411,63,klRptakIlA
412,63,pu
413,64,bhrAjat
414,64,Anati
415,64,mandadhI
416,64,gajAsuhRd
417,65,vacanapaTu
418,66,pratiplavana
419,66,zambhurAja
420,66,niHzRR
421,66,sajjI
422,66,durjanamukhapadmapAdukA
423,66,mAlavanRpati
424,66,vyutthitacittendriya
425,66,mlecchitaka
426,67,aTTahAsin
427,67,harivRkSa
428,67,parp
429,67,samatRNamaNiloSTakAJcana
430,68,purauSNih
431,68,svarvAhinI
432,69,bhRGgA
433,70,devanirmitA
434,70,paJcaviMzaka
435,71,supraticakSa
436,71,samAlambana
437,71,aprasAda
438,72,dhanadatIrtha
439,72,vamitavya
440,72,Ayogava
441,72,piGgalAmata
442,72,prasavana
443,72,viSNuvarman
444,73,aupayaja
445,73,krayavikrayin
446,73,caJcApuruSa
447,74,gAvedhuka
448,74,suprapaJcahIna
449,74,bAlarAja
450,74,abhUmi
451,74,viSayIkRta
452,74,audgrahaNa
453,74,uparitala
454,75,prINana
455,75,kRtanizcayin
456,75,tamovairin
457,75,dambha
458,75,nirmalIkaraNa
459,75,kaThakauthuma
460,75,aGgArIya
461,75,uccita
462,75,kAmaprasthIya
463,75,lUnayavam
464,75,ziloJchavRtti
465,76,dattvAdAna
466,76,abhiyAcJA
467,76,sapara
468,77,vizeSakaraNa
469,77,lomazaparNI
470,77,rAjasa
471,77,raGgakASTha
472,77,ziSTAdiSTa
473,78,zrIgiri
474,78,tuGgabala
475,78,nirmAlyatA
476,78,padyamAlA
477,78,yathAvarNam
478,78,nidAghakara
479,78,lakSmIpuruSakAra
480,78,prastutayajJa
481,78,sarvoparamatva
482,78,pallIzaraTayoHphalAphalavicAra
483,79,prabhAvaya
484,79,kaTubhASitA
485,79,nirabhisaMdhin
486,79,yaugapadya
487,79,dRk
488,79,ekapakSIbhU
489,79,pratyAjan
490,79,indrAsoma
491,79,bahuzAkhatva
492,79,vitRSNatva
493,79,agrasaMdhAnI
494,80,zarAvakurda
495,80,apidraSTR
496,80,val
497,80,Rtacit
498,80,gokarNaliGga
499,80,sthUlalakSya
500,80,mahApraNidhAna
501,80,yAntrika
502,80,santya
503,80,abhyutkram
504,80,samiddhazaraNa
505,81,piNDAzin
506,81,samAptivAda
507,81,vidrAvaNa
508,82,nirghAta
509,82,kAritavat
510,83,kapizita
511,83,zAntAntakara
512,83,vahnigandha
513,83,nAnArthazabdAnuzAsana
514,83,dAhavat
515,83,zamita
516,83,vikaccha
517,83,galaugha
518,84,animeSa
519,85,SaTkAra
520,85,Alap
521,86,ayAcin
522,87,utkatA
523,87,trizala
524,87,aGgamardaka
525,87,lAbhavat
526,87,gaNDakA
527,87,zIghrasaMcArin
528,88,zIkayata
529,88,drumAri
530,88,rAmakirI
531,88,dauSkula
532,88,dAruharidrA
533,88,mahAyAnasUtra
534,88,susvadha
535,88,kArI
536,88,acyutamUrti
537,89,upavindhyAdrA
538,89,bahudhAnyaka
539,89,jAmadagniya
540,89,mahendrayAjin
541,89,vyRdh
542,89,navidvas
543,89,sadaMza
544,90,sambandhitA
545,91,guhya
546,91,vikSepadhruva
547,92,Urustambha
548,92,satyasavana
549,92,bodhicittavivaraNa
550,92,sammuh
551,92,brahmAnandasarasvatI
552,92,alaMtarAm
553,92,riGkh
554,92,sutasomA
555,92,guNAvaha
556,92,suvIthIpatha
557,93,parikliz
558,93,viTkhadira
559,93,ajAtaulvali
560,93,sarvAyuSa
561,93,samaraMjaya
562,93,vimuktamaunam
563,93,dharmatattvArthacintAmaNi
564,93,puramArga
565,94,cay
566,95,livikara
567,95,satpath
568,95,tilacUrNa
569,95,rudhirAnana
570,95,pramAthinI
571,95,sAnAthya
572,95,puruSasUktavidhAna
573,95,evaMnyaGga
574,96,samadhiSThA
575,96,zrudhIya
576,96,unmukhatA
577,96,anuprahita
578,96,kilATa
579,96,taNDulI
580,97,nandipadacchandas
581,97,strIprAya
582,97,vAlammadeza
583,97,vaJcayitR
584,98,samunneya
585,98,bAhvRcya
586,98,trayastriMzastoma
587,98,zabdenduzekhara
588,98,kramajaTA
589,98,svAnama
590,98,hRda
591,99,triparNA
592,99,stambhakI
593,99,pitRtama
594,99,arthadAyAda
595,99,lambikAkokilA
596,99,zaTA
597,99,bhinnavarcastva
598,99,pitRvat
599,99,phalakAvana
600,99,akSarakara
601,100,zrutisAra
602,100,kRSNagala
603,100,rAkSasatva
604,100,navastobha
605,100,pitRmAtRmaya
606,100,piplu
607,101,caturdazAkSara
608,101,suhitA
609,101,uzij
610,101,maNDalitahastakANDa
611,101,pazya
612,101,prayam
613,101,pUtimRttika
614,101,bhAvacUDAmaNi
615,101,sadbrahman
616,102,kalA
617,102,sAdhArita
618,102,aGgulIpaJcaka
619,102,granthivIsarpa
620,102,vitatam
621,103,mRSAtva
622,103,hRdayaja
623,103,rativallI
624,103,navatidhA
625,103,jaMhas
626,103,bahusampuTa
627,103,dRSatkaNa
628,103,kaGgula
629,103,saMgItadarpaNa
630,104,muJcaka
631,104,pASANahRdaya
632,104,raktagulminI
633,104,zivapaJcAkSarImAhAtmya
634,104,aspRzyatva
635,104,AptagarbhA
636,104,subarthatattvAvaloka
637,104,dharmesthita
638,104,sarpya
639,105,sUnRtAvarI
640,105,kRtavaira
641,105,gAndharvazAstra
642,105,loThitaka
643,105,asaMsthita
644,105,kukuNDaka
645,105,indusuta
646,105,dharmakAmArtha
647,105,parAGmukhabhUta
648,105,nirgup
649,105,vinAyakazAntisaMgraha
650,106,ananuvAkya
651,106,eNIka
652,106,sImAtikramaNotsava
653,106,kulanArI
654,106,rAdhezvara
655,107,zAlyUDha
656,107,rudropaniSad
657,107,vighaTT
658,108,yittha
659,108,kakuda
660,108,paGktirAdhas
661,108,ativRtti
662,108,lakSitalakSaNa
663,109,pAre
664,109,akUTa
665,109,surasasaMgraha
666,109,bhAstrAyaNaka
667,109,mRdbhANDAvazeSam
668,109,mahArAjJI
669,109,arjunasiMha
670,109,vinItadatta
671,109,kRSNaujas
672,109,nikSa
673,110,DAhalAdhIza
674,110,samupaklRpta
675,110,vAjapeyaka
676,110,zANDilyavidyA
677,110,vaizvAnara
678,110,gAndharvaveda
679,110,madhuvana
680,110,mahIyA
681,110,viSadAyin
682,110,lAndra
683,111,jAThara
684,111,laghuhomapaddhati
685,111,brAhmaNaputraka
686,111,parisaMtAna
687,111,muktikoSTaka
688,111,mAtaMgalIlAprakAzikA
689,111,samAnavratacAritva
690,112,pArzvagamana
691,112,ciraniviSTa
692,112,ApnavAna
693,112,brahmAraNya
694,113,atiprasRta
695,113,vaibhAjyavAdin
696,113,paramahaMsopaniSadhRdaya
697,113,raharUDhabhAva
698,113,goyukta
699,113,bAh
700,113,sollekham
701,114,kikivi
702,114,dalanI
703,114,vilaGgita
704,114,avalIDha
705,115,samavabodhana
706,115,strIbhRtya
707,115,zvAnI
708,115,sahakaraNa
709,115,catuHsaptati
710,115,vedAdi
711,115,saMkaTAya
712,116,glapita
713,116,paJcabIja
714,116,zabarajambu
715,116,mAyApurImAhAtmya
716,116,karNakroza
717,116,kaTuvArttAkI
718,116,lAGgUlikA
719,117,pracArita
720,118,mAMsaruhA
721,118,vibAdhA
722,118,vanAmala
723,118,brahmabhuvana
724,118,bhadradanta
725,118,anapUpIya
726,118,vAcyArtha
727,119,prakupta
728,119,rasajJatA
729,119,purastAdapavAda
730,119,pandara
731,120,dhRSTadhI
732,120,saMyatvara
733,120,sAMnyAsika
734,120,saMsArasukha
735,120,gauravAsana
736,121,dhruvamaNDala
737,121,dhAra
738,121,sarasa
739,122,AryabhaTa
740,122,pAdanicRt
741,122,muSTikaghna
742,122,tattvaviveka
743,122,SarAJjima
744,122,abhisnigdha
745,123,praciti
746,123,roditavya
747,123,mRg
748,123,aupasthya
749,123,asaMprApya
750,123,siddhatApasa
751,123,cirapAkin
752,123,mukta
753,124,vallabhAcArya
754,124,prabhAvaja
755,124,puNDarin
756,124,Dval
757,124,pravardhaka
758,124,RtucaryA
759,124,lIlAvat
760,125,vidhvas
761,125,tanmukhikayA
762,125,nikRtaprajJa
763,125,mugdhamati
764,125,pratikUlavartin
765,125,gRhAzman
766,125,nigUDhArthamaJjUSikA
767,125,kauhaDa
768,125,kulabhUSaNa
769,126,vIracakSuSmat
770,126,adhiSThAnazarIra
771,126,vividvas
772,126,Rtusamaya
773,126,balakSagu
774,126,karirata
775,127,vimRzyakArin
776,127,abhiSTava
777,127,rasatattvasAra
778,127,prAbhaJjana
779,127,madguraka
780,127,yathAkANDam
781,127,sUryazataka
782,127,upazri
783,128,truTI
784,129,indratA
785,129,bhallaTa
786,129,upalabdhArtha
787,129,vArimat
788,129,cakranadI
789,129,niSThIvikA
790,129,taptodakasvAmin
791,130,vAhyakAyani
792,130,AzramaviDambaka
793,130,udakAMsya
794,130,vadhodyata
795,131,vihastita
796,132,stan
797,132,naJartha
798,132,lih
799,132,upapattiparityakta
800,132,yogapaTTaka
801,133,yuSma
802,133,yAcakI
803,133,meghadUtArthamuktAvalI
804,133,vargastha
805,133,upadezya
806,133,saMskArapradIpikA
807,133,samAnatA
808,133,suviziSTa
809,134,yajJapuccha
810,134,jAbAlopaniSad
811,134,saptabodhyaGgakusumADhya
812,134,madhyameSTheya
813,134,zalala
814,134,guDikA
815,134,dUlAsa
816,134,lajjArahita
817,134,kSitijA
818,134,vejAnI
819,135,saMkalpasUryodaya
820,135,upasthaka
821,135,tapanopala
822,135,palvalIbhU
823,135,zalpaka
824,135,hrasvadarbha
825,135,avoDhR
826,135,yatisaMskAra
827,135,kSaNaprabhA
828,135,pracayana
829,135,chattradhAraNa
830,136,karNArzas
831,136,vRddhizrAddhaprayoga
832,136,sahRdayalIlA
833,136,mImAMsAsiddhAntAryA
834,136,nAndIninAda
835,136,sumahAvega
836,136,sUtrasamuccaya
837,136,pitRzrAddha
838,136,upahu
839,137,vilAtiman
840,137,vaiSvaksenya
841,137,toSin
842,137,grahAgamakutUhala
843,138,kanyAbhaikSa
844,139,vAruTha
845,139,kSAmakukSitA
846,139,titIla
847,139,dugdhAbdhi
848,139,saMgrAmin
849,139,kUpa
850,139,dhUmralocana
851,139,svAdUdakasamudra
852,139,Alamba
853,139,daivadIpa
854,139,dhavalapakSa
855,140,praghana
856,140,saptArSa
857,140,snAtavasya
858,141,visphUrja
859,141,niravekSya
860,141,virAjJI
861,141,vazaga
862,141,upavasathIya
863,141,marmavedhin
864,141,maudahAyana
865,141,AprapadIna
866,141,sRpa
867,142,akravihasta
868,142,sAdara
869,143,mantravid
870,143,brahmabhAvastotra
871,143,parivrAj
872,143,karmajaguNa
873,143,gayAdAsa
874,144,Anuzravika
875,144,dvikarmavAda
876,144,anujIvin
877,144,vitanu
878,144,zukadeva
879,144,raNabhaTa
880,145,paToTaja
881,145,kRtArtanAda
882,145,vizvajanIya
883,145,abhidhAvana
884,145,kadalA
885,145,prathamaparigRhIta
886,145,zyAmAyana
887,145,prabhAvatI
888,145,viSNuyAga
889,145,vRthAvrata
890,145,dhUmrajAnu
891,146,tArakatIrtha
892,146,vastrakoza
893,146,dhvR
894,146,apratiyogin
895,146,nadanadIpati
896,146,mUrkhapaNDita
897,146,prakaca
898,146,yati
899,146,pramara
900,147,jJAnapAtra
901,147,svarNapuGkha
902,148,strInibandhana
903,149,brahmavallIlipi
904,149,avazuS
905,149,apavadh
906,149,svAdhyAyinikA
907,149,tIrthazrAddhaprayoga
908,149,AkAzacakra
909,149,vimabhUpAla
910,149,zIrSin
911,149,saraNyU
912,149,zyAvaputrya
913,150,vAkpUta
914,150,prabhaGga
915,150,vidhuram
916,150,bhuruNDa
917,150,mRtyuphalI
918,151,sAtilaka
919,151,Ahvayitavya
920,151,zalAlugrapsa
921,151,niruddhavat
922,152,pracchadavAsas
923,152,Agnipada
924,152,vigatanAsika
925,152,bhramarikAdRSTi
926,152,padyasaMgraha
927,152,etattulya
928,152,mahAmaitra
929,153,paritAraNIya
930,153,dUrvAgaNapativratakathA
931,153,sAnandUra
932,153,vanikA
933,153,durgadeza
934,153,khagapatigamanA
935,153,sAzUka
936,153,ekadhiSNya
937,154,zilAnyAsapaddhati
938,154,aupakArya
939,154,brahmasiddhi
940,154,sohnoka
941,154,kaTasaMghAta
942,154,pucchaTi
943,154,AlolikA
944,154,nakhakuTTa
945,154,vRSAkapizastra
946,155,vikramapaTTana
947,155,kRtakUrcaka
948,155,ziraHsnAta
949,155,pratyavamRS
950,155,Agantavya
951,155,Rtvya
952,155,saMhatIbhAva
953,156,abhihu
954,156,zliSTokti
955,156,vaipulya
956,156,bRhannIlatantra
957,156,jyogjIvAtu
958,156,adhiyam
959,156,avagAha
960,156,ApAtin
961,157,viSTara
962,157,saudanti
963,158,vedivimAna
964,158,kathika
965,158,kRSNapiGgalA
966,158,svAkSara
967,158,vipluti
968,158,madirAmaya
969,158,paridhAraNa
970,158,nandidevI
971,158,vyapagata
972,158,zaucakIya
973,159,syandani
974,159,siMhA
975,159,vanAbjinI
976,159,bhindu
977,159,mArSi
978,160,bhAgavRttikAra
979,160,sudhUmravarNA
980,160,Acezvara
981,160,sudarzanajvAlamantra
982,160,samAkRR
983,160,sraktya
984,160,magadin
985,161,rAjadharmakANDa
986,161,gozva
987,161,pAJcAlapati
988,161,tulyakrama
989,161,AJjineya
990,162,nIlakamala
991,162,sampradAyapaddhati
992,163,riktIkR
993,163,retra
994,163,paNagranthi
995,163,vRSabhalakSaNa
996,163,uttaraparvata
997,163,vAdinI
998,163,kIrin
999,163,chinnabhakta
1000,163,siddhAntaziromaNiprakAza
1001,163,khaNDoSTha
1002,163,parabhAgyopajIvin
1003,164,zukrazAnti
1004,164,kuTTAra
1005,165,svAdUdaka
1006,165,DAkinI
1007,166,zyAmasundara
1008,166,astabdhatva
1009,166,tulyAbhidhAna
1010,166,parAru
1011,166,drAghiman
1012,166,manvarthasAra
1013,166,asukhAviSTa
1014,167,jAnaka
1015,167,mallakoSTaka
1016,167,padajJA
1017,167,kiraNAvalI
1018,167,dvijapriya
1019,167,nigAda
1020,167,satyaratha
1021,167,SaNDatila
1022,167,pratyakzIrSI
1023,168,gaNDopala
1024,168,alaMkarmINa
1025,169,saMzam
1026,169,uSmaja
1027,169,ILita
1028,169,zItabalA
1029,170,viSudruh
1030,170,varSapuSpA
1031,170,vAmanAvatAra
1032,170,kaNThagrahaNa
1033,171,parNya
1034,171,turaMgamaratha
1035,171,muSma
1036,172,baDA
1037,172,vaipracitta
1038,172,saMdhyAkArya
1039,172,mahAmAya
1040,172,pAdegRhya
1041,172,nirmretuka
1042,172,sarvavikSepatA
1043,172,samaloSTakAJcana
1044,172,razmi
1045,173,svaravat
1046,173,abhikrozaka
1047,173,gaGgA
1048,173,paradezin
1049,173,zaMsivas
1050,173,kuNaka
1051,173,zyenajit
1052,173,catur
1053,174,sunIlA
1054,174,hlAduni
1055,174,vagalAmukhIpaJcAGga
1056,174,bhikSArha
1057,174,zAstrasiddhAntalezasaMgraha
1058,174,amlavarga
1059,174,pratyAtmyena
1060,174,taraMgiNIbhartR
1061,174,rurutsu
1062,174,aruNapsu
1063,174,saMzaraNa
1064,175,ekasRka
1065,175,pathyApathyavidhAna
1066,175,zItamaJjarI
1067,176,Apaka
1068,176,mInanayanASTaka
1069,176,ajIgarta
1070,176,prativAcika
1071,176,dhavalatva
1072,176,kIryamANa
1073,177,navaka
1074,177,zivAdityamaNidIpikA
1075,177,janmada
1076,177,saMjihAna
1077,177,taudI
1078,178,yakSadigvijaya
1079,178,saMnyAsisamArAdhana
1080,178,sAkSAtkAra
1081,178,sukhazIta
1082,179,mahAraGga
1083,179,saMgItAvasAna
1084,179,uttarA
1085,180,paratantrahaMsopaniSad
1086,180,anudah
1087,180,vRttabandha
1088,180,gajaturaMgavilasita
1089,180,zirovedanA
1090,180,apihiti
1091,180,upamit
1092,180,prazaTha
1093,180,tAriNI
1094,180,zAkunasAroddhAra
1095,180,brahman
1096,181,tya
1097,181,zarIrayaSTi
1098,181,karmAnuSThAna
1099,181,rudrapura
1100,181,vidvatkaNThapAza
1101,182,SaSThI
1102,182,prasvApa
1103,182,pulastyasmRti
1104,182,saMnatatara
1105,182,zrAddhada
1106,183,supAkya
1107,183,zrapayitavya
1108,183,zreyaskarabhASya
1109,183,anavamRzya
1110,183,duHzaka
1111,183,asthisaMyoga
1112,183,puSpalIlA
1113,183,SaTcakravivRtiTIkA
1114,183,abhirUpabhUyiSTha
1115,183,nirvikalpam
1116,183,anantazakti
1117,184,somamaitrAvaruNa
1118,184,ukSaNyAyana
1119,184,atisaMdhA
1120,185,sarasvatIkuTumbaduhitR
1121,185,vizvavat
1122,185,dvAdazamahAvAkyavivaraNa
1123,185,viprasAtkR
1124,185,kanyakAjAta
1125,185,zaizirika
1126,185,kUzAmba
1127,185,sItopaniSad
1128,186,anevaMvidvas
1129,186,brahmavidviS
1130,186,zAnIya
1131,186,vyasanitA
1132,186,pariNataprajJa
1133,186,sAvya
1134,186,mAkSikasvAmin
1135,186,tatkAlam
1136,187,acchAya
1137,187,pratiyogitAvAda
1138,188,murmurIya
1139,188,vizvakarmIya
1140,188,kakSApuTa
1141,188,kAlI
1142,188,mahAdevagRha
1143,188,maunamudrA
1144,188,samiddhAra
1145,188,yatita
1146,188,prajalpa
1147,189,kulazulka
1148,189,parimohana
1149,189,samAnakAla
1150,189,vegodagra
1151,189,yakSAyatana
1152,189,suvivikta
1153,189,mAMspacana
1154,189,mithunIkR
1155,189,vAksaMvara
1156,189,svovazvIya
1157,190,upAsti
1158,190,Rtanidhana
1159,190,zucigAtratA
1160,190,dvidatta
1161,190,bhUmizaya
1162,190,bRhadrAvan
1163,190,catuzcatvAriMzat
1164,190,pariSUti
1165,190,vaidyacandrodaya
1166,190,sukRtakarman
1167,191,zamIpUjAvidhi
1168,191,gaukakSyAyaNi
1169,191,hAjyakhAna
1170,191,adhaHzAyin
1171,191,zarvapatnI
1172,191,prANavidyA
1173,191,ziSTacAra
1174,191,hRSTiyoni
1175,191,lohakaTaka
1176,191,gojikA
1177,192,varadacaturthI
1178,192,veGkaTapati
1179,192,stokatA
1180,192,gatamanas
1181,192,aMsapITha
1182,192,apasmRti
1183,193,pradAnaruci
1184,193,anuvAsanIya
1185,194,grAmamaryAdA
1186,194,dIrghasUtratva
1187,194,vizvadAva
1188,194,dantaprakSAlana
1189,194,brAhmyA
1190,194,khedi
1191,195,kavyahavyabhuj
1192,195,samupagata
1193,195,satyaujas
1194,195,kUSmANDinI
1195,195,naitalasadman
1196,195,samudrasena
1197,195,vizeSavyApti
1198,195,vartira
