B1,B2,B3
566,162,gAyatrIsAman
567,162,padagotra
568,162,citrabarhin
569,162,jalazUka
570,163,yoginy
571,163,jyAhroDa
572,163,parizaGkanIya
573,164,sadAgati
574,164,sujjaka
575,165,prapiSTa
576,165,jinacandra
577,165,vedhin
578,165,kSeDa
579,166,dvaidhIbhUta
580,166,saMskRtAtman
581,167,arthazAstraka
582,167,gRbhi
583,167,valIpalita
584,167,ambukaNa
585,167,zatazIrSa
586,167,aGgArasAtkR
587,168,vAdada
588,168,anehas
589,168,agrayodhin
590,168,sphuran
591,169,rauma
592,169,dveSaparimocana
593,169,rajjubhAra
594,169,madhukaragaNa
595,169,nArAyaNIvilAsa
596,170,dIpapUjAvidhAna
597,170,malabhuj
598,171,prasecana
599,171,parAzarasampAta
600,171,proSaka
601,171,miSTabhojana
602,172,vizeSaNatrayavaiyarthya
603,172,SADvargika
604,172,duHkhopahatacetas
605,172,karkaTAkSa
606,172,vasi
607,172,nayavedin
608,173,sulavat
609,173,udakakRcchra
610,174,zrautakakSa
611,174,prahANa
612,174,pItadIptA
613,174,dhenu
614,174,kathya
615,175,DhakkArI
616,175,jvalanmaNi
617,176,saMghAnna
618,176,khecara
619,176,vimRj
620,176,dharmitA
621,176,kulocita
622,177,varNAvara
623,177,zIghragaGga
624,177,jagatya
625,177,bhadraruci
626,177,vRSAkrAntA
627,178,abhyarthya
628,178,pratiSThAkAma
629,179,riSi
630,179,utpiJja
631,179,pUrvopapanna
632,179,dharmada
633,179,zukASTaka
634,179,vindhyAcala
635,180,kAlakaJjya
636,180,tubarayAvanAla
637,180,sAkSAtkriyA
638,180,svargalokeza
639,181,kaz
640,182,dharmakathaka
641,182,pUrvineSTha
642,183,saMketaniketa
643,184,bhrAmara
644,184,kANDatiktaka
645,184,dravantI
646,184,vistara
647,184,bhuvanezvarIpUjAyantra
648,184,cakramAsaja
649,185,sthirapuSpa
650,185,iD
651,186,candalA
652,186,anRNin
653,186,yugalasahasranAman
654,186,vRttivaikalya
655,187,rItiprastha
656,187,pracAra
657,187,mitadhvaja
658,187,jIvopalambhaprakaraNa
659,188,aTTasthalI
660,188,nirdhUta
661,188,vaidyanAthamaithila
662,188,dhanadhAnya
663,188,vithurya
664,189,parilUna
665,189,jalodbhavA
666,190,dhaivatya
667,190,vizvavizruta
668,191,uddAsin
669,191,garta
670,192,zvAsakuThAra
671,192,kUrcazekhara
672,192,somarUpa
673,192,tAmrAkSa
674,192,vidhUp
675,192,lipta
676,193,paryAbhR
677,193,meghodara
678,193,Aprapadam
679,193,kutukita
680,194,catuSkRSNa
681,195,atisaMdhAna
682,195,RSIka
683,196,vipulasravA
684,197,saMdagdha
685,197,kRmI
686,197,suvikrAntavikrAmin
687,197,kramazikhA
688,197,mahApiNDItaru
689,198,ardhavastrasaMvIta
690,198,zaradakSa
691,198,granthIka
692,198,zroNikapAla
693,198,rathanirghoSa
694,199,saunadharmya
695,199,zrauSTi
696,199,lambha
697,199,agnizekhara
698,199,yajurvedajaTAvali
699,200,vizvakarman
700,200,pattracchedaka
701,200,lakSapArthivaliGgavratodyApana
702,200,bhuvanezvarIsahasranAmastotra
703,200,daMSTrAkarAla
704,200,praratham
705,201,trApya
706,202,AjarasAya
707,202,udakabindu
708,202,madorjita
709,202,AgrahAyaNa
710,203,smRtiviSaya
711,203,vRkSatva
712,203,SaDazIta
713,203,kramadIzvara
714,203,pariveSya
715,203,upaniSkramaNa
716,204,dharmavyatikrama
717,204,lokapakti
718,204,haTTavilAsinI
719,204,vidhilopaka
720,205,guJj
721,205,mukhamaNDana
722,205,maNDUkazAyin
723,205,mauneya
724,205,pururAjavaMzakrama
725,205,dIrghatuNDa
726,206,pratimukhI
727,206,udvASpatva
728,206,prAn
729,206,zauvani
730,206,avAgvadana
731,206,abhihAsa
732,207,antyavarNa
733,207,hil
734,208,mUlavyAdhi
735,208,potrIya
736,208,Anutilya
737,208,RzyaproktA
738,209,vyapasRp
739,210,vigatasneha
740,210,punarAhAra
741,210,sAMhatya
742,210,azeSatA
743,210,barb
744,211,caNDikAlaya
745,211,himAdrijA
746,211,utpAda
747,211,dantamaya
748,211,vaNigvaha
749,211,abhyAyu
750,212,suhRttama
751,212,sammaya
752,212,pAnIyanakula
753,213,sampannaMkAram
754,213,dakSiNAsaMcara
755,213,bundira
756,214,azmajatu
757,214,mUSikArAti
758,214,vRSAkrAntA
759,214,atisarga
760,214,akalmASa
761,215,saMgItaratnAvalI
762,215,bindumatI
763,216,chAndogyamantrabhASya
764,217,sapadmaka
765,217,adhimAtra
766,217,Avid
767,217,sarpavyApAdana
768,217,sAdhvalaMkRta
769,218,somadevaikanAtha
770,218,paurti
771,218,samupasR
772,218,nibhUyapa
773,218,udvatsara
774,218,carmabhastrikA
775,219,vaMzIvadana
776,219,vasUka
777,219,sammukha
778,219,putrasaMgraha
779,220,sazibira
780,220,Aprayam
781,221,caGkramaNa
782,221,vrajyA
783,221,hRtajJAna
784,222,yathAkAmam
785,222,navagrahasthApana
786,222,pratipUjya
787,222,samutpiJjalaka
788,222,arikarSaNa
789,222,zAkunteya
790,223,aviSTha
791,223,vAyukoNa
792,223,zaru
793,223,vilakSaNatva
794,223,kSudrapanasa
795,224,brahmabhuvana
796,225,karNazUnya
797,225,pariSada
798,225,dazarAtraparyuSita
799,225,pratyavAya
800,226,vikup
801,226,vaN
802,227,cAraNa
803,227,plakSarAja
804,228,mAyopajIvin
805,228,ekazatadhA
806,228,hirivera
807,228,oSadhipati
808,228,tundibha
809,229,ghanorU
810,229,arkacikitsA
811,229,vanu
812,229,zokasaMtaptamAnasa
813,229,anavacchinnahAsa
814,230,sArvavedasadakSiNa
815,230,bhASyaratnAvalI
816,230,saMniyam
817,230,sukanyaka
818,231,vismartavya
819,231,gandharva
820,231,hamIpurya
821,231,pratiprabha
822,232,antyavipulA
823,232,nihnuti
824,232,SaTtriMzacchatya
825,233,pratyukta
826,233,aparigraha
827,233,sukaparda
828,233,akRzakIrti
829,233,atizasta
830,233,pipIlikAparisarpaNa
831,234,pRSabhASA
832,234,tamo
833,234,tapA
834,235,lambarekhA
835,235,nArAyaNazabdArtha
836,235,devyaSTottara
837,235,yatheSTa
838,235,madI
839,236,bhRgvandIya
840,236,lavaNameha
841,236,yogarAjopaniSad
842,236,tIrAntara
843,236,kApIputra
844,236,AbhIkSNa
845,237,alikalekhA
846,237,kundAparAnta
847,237,sImollaGghana
848,237,devidAsa
849,237,devasumati
850,238,piNDayajJa
851,238,smRtirahasya
852,238,kalikuJcikA
853,238,saMvIj
854,238,candrArkI
855,239,zyAmamukha
856,240,nIlavarNa
857,240,pazupAlavat
858,241,luNThanadI
859,242,sAMgrAma
860,242,jhiNTi
861,243,ghRtAhavana
862,244,bhujaMgerita
863,244,rasasetu
864,244,krimi
865,245,navapaJcAzat
866,246,tattvanizcaya
867,246,snigdhatA
868,246,vAtahuDA
869,246,chandogazrAddhatattvapramANa
870,246,nArmada
871,247,mAtrAvat
872,247,zAntika
873,248,razanApada
874,249,kuTajIva
875,249,viSTArapaGkti
876,250,tIrthezvara
877,250,phaNipriya
878,251,naradika
879,251,citrazocis
880,251,samAdhividhi
881,251,haribhAskara
882,251,chinnapattrI
883,252,mAsapraveza
884,252,racita
885,253,arpiSa
886,253,ghanaskandha
887,253,prajalp
888,254,punarjanmAkSepa
889,254,saMzapta
890,255,bIjamati
891,255,bhoktRzakti
892,255,vANIkUTalakSmIdhara
893,255,varSAmbu
894,255,suvargya
895,255,dhu
896,256,sUtikAgeha
897,257,svapratiSTha
898,257,akSibhU
899,257,labdhalakSaNa
900,257,ucchIrSaka
901,257,sUtrin
902,258,adhastana
903,259,paristhAna
904,260,avaroha
905,260,avabhASita
906,261,paJcavidha
907,261,devalekhA
908,261,tamaprabhA
909,261,brahmamukha
910,261,rudrayAmala
911,262,sopAnaka
912,262,karNazrut
913,262,hRSyajihva
914,262,upAhan
915,263,yavamadhya
916,263,adhaHprastara
917,263,brahmopadezanetR
918,263,vidyopayoga
919,263,prasAdanIya
920,263,mUlotkhAta
921,264,putraghnI
922,264,satyamugra
923,264,abdhinagarI
924,265,ejitR
925,265,chandaHsudhAkara
926,265,vyAvacorI
927,265,purogantR
928,266,tuTuma
929,266,sapiNDana
930,266,dhUpadAna
931,266,prastotRsAman
932,266,vAkula
933,267,virahiNI
934,268,sampramAda
935,269,pramoktavya
936,269,paramarmabhASaNa
937,269,nIlakaNThadIkSitIya
938,269,niHsvIbhUta
939,269,pracchid
940,269,golunda
941,270,vidArikA
942,270,sAkAGkSatA
943,270,zrIkhaNDIvedAntasAra
944,270,bhUtakAla
945,270,upaniviSTa
946,271,AmaJju
947,272,zaNamaya
948,272,pratigIrya
949,272,chattradhAnya
950,272,dadhimaNDodaka
951,272,kAlavibhAga
952,272,vRSendra
953,273,anuzabdita
954,273,dvijanayana
955,273,kardana
956,273,devaprayAga
957,273,zuGgin
958,273,vaizalI
959,274,kArttikamahiman
960,274,srauta
961,274,zambarAsuravadhopAkhyAna
962,275,garhita
963,275,tArAkavaca
964,275,dravyazuddhidIpikA
965,275,varSiman
966,276,pura
967,276,vizvadohas
968,276,hAviryajJiya
969,276,vyAdRz
970,276,nirjanatA
971,277,gRhanaraka
972,277,bharatezvaratIrtha
973,277,abhitorAtram
974,278,ghRNAcakSus
975,278,lAkSArasa
976,278,mAtRceTa
977,278,bIjotkraSTR
978,279,saptabhadra
979,280,kalAvat
980,280,dvayAtmaka
981,280,mahAtyaya
982,281,gokulASTaka
983,281,bhImavinoda
984,281,kRmilikA
985,281,nIlamRttikA
986,281,paricit
987,281,AgneyapAvamAnI
988,282,sAcismita
989,282,mApaka
990,282,zuklaka
991,282,Agantuja
992,283,kanakadatta
993,283,upAj
994,284,anupravRt
995,284,brAhmyA
996,285,zItalacchada
997,285,bhaTTika
998,286,abhyAnRt
999,286,viSNubhujaMgastotra
1000,286,praNayavighAta
1001,286,tilaMtuda
1002,286,strIdhanaprakaraNa
1003,286,zArIrakamImAMsAnyAyasaMgraha
1004,287,virodhita
1005,287,carcara
1006,287,aspRhatva
1007,288,rUpasampatti
1008,288,vAtapAlita
1009,289,bhaulikividha
1010,289,anyAyamati
1011,289,dAnavidhi
1012,289,SThi
1013,289,bhavAnandIprakAza
1014,290,yApaka
1015,290,mArita
1016,291,rathAzman
1017,291,jalazUka
1018,291,yakSI
1019,291,jihmIbhU
1020,291,jalaukA
1021,292,saMgrahaparvan
1022,292,nArajIvana
1023,292,satyanAthamAhAtmyaratnAkara
1024,292,zAstrakRt
1025,293,upAMzupAtra
1026,293,caruvraNa
1027,293,saMnirmath
1028,294,dAhamaya
1029,294,ekazAkha
1030,294,durnivArya
1031,294,upapradRz
1032,294,AbarhaNa
1033,294,pravRttipratyaya
1034,295,rasayAmala
1035,295,zRGgAramaJjarI
1036,295,zAGkhAyanya
1037,296,zaNarajju
1038,296,siddhasthala
1039,297,tanmAtraka
1040,297,niravatta
1041,297,sarjavRkSa
1042,297,mAyAvatI
1043,298,zataprasUti
1044,298,avabhAsaka
1045,298,dvipAtrINa
1046,298,gargakula
1047,298,kaNThalatA
1048,298,vetradharA
1049,299,zvazrUsnuSAdhanasaMvAda
1050,299,graiSmikadhAnya
1051,299,citrapuSpI
1052,299,keyUrin
1053,300,agrabhaNa
1054,300,mukulaya
1055,300,AkRtiloSTa
1056,300,upAkA
1057,300,maJj
1058,301,vRSTe
1059,301,nyAyavAgIza
1060,301,cAlanI
1061,301,vRkSatraya
1062,302,sindhukhela
1063,303,janmatithi
1064,304,sarvapAtrINa
1065,304,vASkala
1066,304,RtapravIta
1067,304,janapadaghAtaka
1068,304,bahir
1069,304,zunaHzepha
1070,305,mRjAnagara
1071,305,anavatapta
1072,305,susaMhitapramANa
1073,305,chAdin
1074,305,netratA
1075,305,anurakSaNa
1076,306,vairucanAcArya
1077,306,kAraNAbhAva
1078,306,zamI
1079,306,vizvavah
1080,306,zvAzurya
1081,306,karNaparaMparA
1082,307,sarvanAman
1083,307,chandomaJjarI
1084,307,bhrASTraja
1085,307,yuddhazauTIratA
1086,308,svadhur
1087,308,hrasvaka
1088,308,darzapaurNamAsahautra
1089,308,mananAdinighaNTu
1090,308,ghoTakamukhI
1091,309,vikRta
1092,310,kuTilikA
1093,310,sAvadhAnIkRta
1094,310,prekSaNIya
1095,310,saubhAgyasundarIvratakathA
1096,311,prabandhakoza
1097,311,mRgakAnana
1098,311,rAmagItagovinda
1099,311,pAMsupizAca
1100,311,uttarapazcimA
1101,311,AnRta
1102,312,prativallabhA
1103,313,vizlathAGga
1104,313,mAnin
1105,314,SaDaGginI
1106,314,dAkSa
1107,314,ajarya
1108,314,vipratibhA
1109,315,rAjavArttika
1110,316,Aryacetas
1111,317,saMnipAta
1112,317,kAJcIkSetra
1113,317,purudevacampU
1114,317,yakSabali
1115,317,aikAGkAyana
1116,318,anuprAp
1117,318,hraum
1118,318,sthirasthAyin
1119,318,ghRtahoma
1120,318,rakSojana
1121,319,avadhUta
1122,319,jalabRMhaNa
1123,319,lakSmaNya
1124,319,hArdavidyA
1125,320,avanibhRt
1126,320,kaTambarA
1127,320,uSadratha
1128,321,mantrayogaprakaraNa
1129,321,haladdI
1130,321,yAmalAnusAriprazna
1131,321,dAyAdhikArakramasaMgraha
1132,321,asiddhArtha
1133,321,sindhuvRSa
1134,322,cukrikA
1135,322,abhisaMgata
1136,323,cuDD
1137,323,bhakSya
1138,323,pradhAnaka
1139,323,khaTakAvardhamAna
1140,323,suvarNavarSa
1141,324,SaTkarmavat
1142,324,vanamAlikIrtichandomAlA
1143,324,mahAnizA
1144,324,IkAra
1145,324,antaHspandya
1146,324,satkartavya
1147,325,ekamanas
1148,326,buddhibala
1149,327,saMtuSTa
1150,327,mRSTaluJcita
1151,327,pratiprasava
1152,327,ArJj
1153,328,zaGkhadhmA
1154,328,ucchuSmarudra
1155,328,abhyAnRt
1156,328,asiknikA
1157,328,zaradija
1158,328,pUrvasasya
1159,329,zastrajIvin
1160,329,varNadIpikA
1161,329,matsyanAzana
1162,329,puSyasnAna
1163,329,satyazuSma
1164,329,pramaganda
1165,330,brahmaparNI
1166,330,asrIvI
1167,331,vinirbhagna
1168,331,taraTa
1169,331,puSpAjIvin
1170,331,gatavaira
1171,331,nyAyacUDAmaNi
1172,331,hastasaMdhunakam
1173,332,vAjIkara
1174,332,saukhavatI
1175,332,vAdhin
1176,332,sahasracaNDyAdiprayogapaddhati
1177,332,abhivalg
1178,333,unmArgin
1179,333,arthoddyotanikA
1180,333,meDhrazRGgI
1181,333,sarayu
1182,334,bhalvAci
1183,334,IDita
1184,334,upArjita
1185,334,malavega
1186,334,visaMsthula
1187,335,sAkSAt
1188,335,ketapU
1189,335,apAkRta
1190,336,vaidarbhaka
1191,336,yogayAtrA
1192,336,zuddhAdhivAsa
1193,337,vAhanazreSTha
1194,337,rAmarakSAstotramAlA
1195,337,viparidru
1196,337,marAla
1197,337,pralambabhuja
