B1,B2,B3
124,39,vipulazroNi
125,39,supAda
126,39,uddIpa
127,40,pratisRSTa
128,40,mUlAyatana
129,41,sapratigha
130,41,mazakajambhana
131,41,agnivezman
132,42,tailizAlA
133,43,sodaryavat
134,43,dhyAnamAtra
135,43,kuThika
136,44,vinAyakacarita
137,45,vArttAnukarSaka
138,45,rAka
139,45,zAbdikavidvatkavipramodaka
140,45,vivAsakAle
141,46,prathamArdha
142,47,nijasva
143,48,sitivAra
144,49,dvAdazAkSara
145,50,dhArApAta
146,51,sahasravat
147,52,seSudhanvan
148,52,duzcarmaka
149,52,tiktatuNDI
150,52,preyaskara
151,52,prAdru
152,53,viyan
153,53,mahiSAsuramardinIstotra
154,53,vArin
155,53,meghezvaratIrtha
156,54,agrevaNa
157,54,AtmazlAghA
158,54,sthAvara
159,55,avazyAyakiraNa
160,55,viSaha
161,55,sadvastu
162,56,vizvanAthapaJcAnana
163,57,purodhAtR
164,57,sUryAbhyudita
165,57,abhipANDu
166,57,auSTrAyaNaka
167,58,jagannAthavallabhanATaka
168,58,vRttasampanna
169,58,zyAvada
170,58,Ahicchattrika
171,58,dorgraha
172,59,siddhAntarahasya
173,59,parilikhita
174,59,mayas
175,59,zUlezvarI
176,60,pratisAraNIya
177,61,cArusarvAGga
178,61,ghala
179,62,dyunadIsaMgama
180,62,sAMvAsika
181,63,saMlubh
182,64,yatIndramatabhAskara
183,64,bhajitavya
184,65,prakramatRtIya
185,66,mADavyasaMhitA
186,66,parivArazobhin
187,66,nihrAdavat
188,66,guDabhA
189,67,mandrabhadralakSaNa
190,68,sudarzanasampAta
191,68,vimarSaNa
192,68,khariMdhama
193,68,varNAgama
194,69,janmakanAtha
195,70,suSedha
196,71,paudgalika
197,71,dvaimitri
198,71,haimacarci
199,72,gambhIrikA
200,73,zravaNaviSayaprApin
201,73,duHsvapnapratibodhana
202,73,pUtayavam
203,73,abhisaMvRt
204,74,naimittikakriyA
205,74,Aropita
206,74,suradevatA
207,74,bailvalaka
208,74,vaitrakIyavana
209,74,viSka
210,75,bhUrigama
211,75,nIlotpalamaya
212,75,sammarzana
213,76,ekavAdyA
214,76,horAvid
215,76,gaGgAdevI
216,76,trikapAla
217,76,samprArthita
218,77,radana
219,77,paryAptanayana
220,77,hRdutkleza
221,78,azoca
222,78,parvaNI
223,78,samAptaprayoga
224,78,vidvadbhUSaNapadyasaMgraha
225,78,strIbandha
226,79,Atmaprabodha
227,79,kapitthAsya
228,80,rudrA
229,80,marAlaka
230,81,tUrNam
231,81,vizaGkaTa
232,81,sukratUya
233,81,svajita
234,81,sArcis
235,81,vipattikAla
236,82,bhUtazarman
237,82,viSkambhita
238,83,anukruz
239,83,vRSabhaikAdazA
240,83,cUrNavRddhi
241,83,maGgalAguru
242,83,hRddyota
243,84,zukrapANi
244,84,sarpAkSI
245,84,AbhIkSNa
246,84,sotsuka
247,84,pautimASa
248,84,vRkSadala
249,85,bhambhAsAra
250,86,manthin
251,86,bauddhamatanivarhaNa
252,87,bhagavacchAstra
253,87,dvijyAmArga
254,88,cUrNi
255,88,meSAlu
256,88,manasviprazaMsA
257,88,zuddhisetu
258,88,sukh
259,89,pralambAri
260,89,uDugaNAdhipa
261,89,kSudrajantu
262,90,sthiravarman
263,90,pradhAnapuruSa
264,90,vAlmIki
265,90,zvahata
266,91,padmaka
267,91,vaMzabhRt
268,91,candrahAsA
269,91,sambhara
270,91,bhaktizAstra
271,91,mAtrAsaGga
272,92,ihArthin
273,92,madananAlikA
274,92,vyAghracarmamaya
275,93,dRDhasaMdhi
276,94,srastaskandha
277,94,kumudavana
278,94,prAbhUtika
279,95,krAkacya
280,95,zUnyazarIratA
281,95,veGkappa
282,95,abhyAnta
283,96,araNyajIva
284,96,garbhastha
285,97,niSprIti
286,97,puNika
287,97,RNayAvan
288,97,tulyazuddhi
289,97,samabhivyAhR
290,98,nandaputrotsava
291,98,anvAsthA
292,98,abhisaMdhAna
293,98,tulyavaMza
294,99,kaDaGga
295,99,vyagra
296,99,zroNakoTiviMza
297,99,AUrNu
298,99,anumAnokti
299,99,naratroTakAcArya
300,100,bhUtinanda
301,100,asuratamasa
302,100,yathAzreSTham
303,101,samaravarman
304,101,AkhoTa
305,101,pAkayajJanirNaya
306,102,pralamb
307,102,upavRMh
308,102,samupAdA
309,103,upanyasya
310,103,rAmaziSya
311,103,zazAGkalekhA
312,103,hRtpati
313,103,sukaSTa
314,104,raDi
315,104,khAdaka
316,104,muSaka
317,104,ratnakozapariSkAra
318,105,samanubhU
319,105,vanamAya
320,105,vivAharatna
321,105,sAmazrAddha
322,106,subAlAgrAma
323,106,cUDAkarman
324,106,dharmadhRk
325,106,pRznizapha
326,106,devadhara
327,107,dIrghapAdapa
328,108,ayatnena
329,108,harimanta
330,108,sasaMketa
331,109,agnisthala
332,109,prasecanavat
333,110,madhvamukhabhaGga
334,110,sopAdhika
335,110,peya
336,110,asamaJjasa
337,110,vahninI
338,110,pattraparzu
339,111,gaDeraka
340,111,tilamizla
341,111,gambhIrabuddhi
342,111,anuSThu
343,112,upacArya
344,112,zuklavat
345,112,nAganAbha
346,112,antariti
347,112,Asku
348,112,zyenacitra
349,113,paTh
350,113,adRzyat
351,113,pANigrahaNIya
352,113,bArhas
353,113,sukhAdita
354,114,devatAsnAna
355,114,zrIraGgarAjastava
356,114,prAznIputra
357,114,zoNAzman
358,114,javAla
359,114,catuS
360,115,sindhudeza
361,116,hairaNya
362,117,mandAra
363,117,vArtanAkSa
364,117,zivaprArthanAstotra
365,118,anuccho
366,118,vikaNTakapura
367,118,zrIpadma
368,118,anujJapti
369,119,curucurA
370,119,vyApti
371,119,mRgazapha
372,119,niSphalaya
373,120,vappiyaka
374,120,suvarNamukharI
375,120,saMzis
376,120,pauSkalAvata
377,121,naktamAlaka
378,121,samanIka
379,121,upasaMhRti
380,121,galitanakhadanta
381,121,zaGkhamudrA
382,122,TuNTukA
383,122,viyadgati
384,123,auSNa
385,124,guhAvAsin
386,124,sAnyaputra
387,124,pUrvetara
388,124,trizikhI
389,125,grIvin
390,125,kurvadrUpa
391,126,yUpamadhya
392,126,suprayogavizikha
393,126,diz
394,126,raktAmbhoja
395,127,viSNuguptasiddhAnta
396,127,celacIrA
397,127,aSTin
398,127,kuNDazAyin
399,127,ardhapAda
400,128,bhaTTabhASya
401,128,reNupa
402,128,paTahatA
403,128,yAvadgrahaNam
404,128,zikhari
405,128,strIviyoga
406,129,mahAmaitra
407,130,abhriya
408,130,mAtRkAkoza
409,130,svarNagrAma
410,130,gatibhaGga
411,131,graiSmikadhAnya
412,131,apratikareNa
413,131,daMsiSTha
414,131,sarvocchitti
415,132,sujIvantI
416,132,abhipraveza
417,133,acalapura
418,133,somanAthaprazasti
419,134,cANDAlaka
420,134,yUS
421,134,kanakapuSpI
422,134,puraMdarapurAtithi
423,134,vetravat
424,135,kakSIkRta
425,135,dhyAnaccheda
426,135,kulAbhimAna
427,136,arajovittA
428,136,padakramaka
429,137,bhRzAya
430,137,jIvasamAsa
431,137,mastiSkatvac
432,138,mAkis
433,138,sahasrahasta
434,138,nIlAmbujanman
435,139,pUrvajana
436,140,Azi
437,141,gAMgaucya
438,141,dRkzakti
439,141,pravedana
440,141,dRSTazruta
441,141,vRzcadvana
442,142,vinyAsa
443,142,savaiklavyam
444,142,bahudevatya
445,142,pravigAh
446,142,uparata
447,142,gairikAkSa
448,143,saubhAgyakramadIpikA
449,143,muda
450,143,aparItya
451,143,jarjara
452,144,hayagrIvapaJcarAtra
453,144,durhArd
454,145,cattarAtra
455,145,sadhanuSpANi
456,145,bRhaddala
457,145,atyantagati
458,145,vArrAzi
459,145,putrada
460,146,jAmbudvIpaka
461,146,vegarodha
462,146,jitahasta
463,146,samyaggata
464,147,luptapada
465,147,hRdika
466,147,nidAnavid
467,148,patilAlasa
468,149,evayA
469,149,gaudhili
470,150,yamikA
471,150,dazagArgya
472,150,gaNeya
473,151,anupapAdaka
474,151,cirajIvaka
475,151,sItArAmAnujIya
476,151,nigRhItR
477,152,sauvara
478,152,vaMzAnuvaMzacarita
479,152,lakSyavedha
480,152,lavaNArNava
481,152,prAdhA
482,153,suniSThita
483,153,adhikRta
484,153,upadezamAlA
485,154,holasiMha
486,154,TiriTirA
487,154,vINAvAdya
488,154,mallika
489,155,sAkhilya
490,155,muNDezvaratIrtha
491,155,siddhAntAdhikaraNamAlA
492,155,pravAtasubhaga
493,155,gaDAkhya
494,155,rohiNIcandravrata
495,156,saMdI
496,157,anunidhAnam
497,157,vRddhimat
498,157,AMkRti
499,157,manodatta
500,157,bhaiDaka
501,157,addhAbodheya
502,158,duSpeSaNa
503,158,revatIkAnta
504,158,prekSya
505,159,pizAcaka
506,159,zrIbera
507,159,kauzIdhAnya
508,159,harmikA
509,159,paripUti
510,160,vipayas
511,160,prajAkAra
512,160,Avartana
513,160,abhayadatta
514,160,samarcana
515,161,zivadharma
516,161,agrabhojya
517,161,somavRddha
518,161,niSkrIti
519,162,marudAndola
520,162,kanakaketakI
521,162,AtmanAdazama
522,162,nArAyaNavRtti
523,163,jyautiSa
524,163,anaDuha
525,163,sakalajananIstava
526,163,kArpUriNa
527,164,kAlavatI
528,164,stotrapATha
529,164,tep
530,164,candrakuNDa
531,165,vanas
532,165,udiGg
533,165,sAntaHstha
534,165,somasAra
535,165,sthairyakara
536,165,sapitRrAjanya
537,166,javiSTha
538,166,pApIyastara
539,166,mahAgajalakSaNa
540,167,suyukta
541,167,hetulakSaNaprakAza
542,167,Urjasvat
543,167,apavarjita
544,167,sammadavat
545,168,vipratipratyanIka
546,168,atajjJa
547,169,urubindu
548,170,kubhRtya
549,170,pakSyavayas
550,170,madanAGkuza
551,171,suloha
552,171,gam
553,172,irgalya
554,172,prakRt
555,173,vyAyuka
556,173,kuhana
557,173,kakubhAkAra
558,173,parAvata
559,174,zatya
560,174,vRSamaNas
561,174,bhallaTazataka
562,175,raktaja
563,175,rukmAGgadacarita
564,175,cATupaTu
565,175,uccaraNya
566,176,ratnaprAsAda
567,176,kiMvarNa
568,176,yogapaTTa
569,177,caturhasta
570,178,padmasamAsana
571,178,khAdihasta
572,178,vizvanAthapurI
573,178,pratibimba
574,179,narapatijayacaryA
575,179,pratighAtin
576,180,valayIkRtAhi
577,181,vAcakatA
578,181,amRtasrut
579,181,varuNavidhi
580,181,bhUsura
581,181,caitraga
582,181,rohidazva
583,182,puruSAkAra
584,183,siMhAsanastha
585,184,sarvagAyatra
586,184,vargaghana
587,184,anadhyavasita
588,184,saMrAdhita
589,184,bhaktiratnAvalI
590,184,jampatI
591,185,bhettavya
592,185,tryenI
593,185,pakvavat
594,185,svAduman
595,185,avasvApanikA
596,185,kalyANamitratA
597,186,vakroSThi
598,186,siSAsu
599,186,upasaMroha
600,187,raghumaNi
601,187,anaGgamejaya
602,187,tatobRhatIka
603,187,manti
604,187,sAvadhAnIbhU
605,188,aGguliveSTana
606,188,samudAcArin
607,189,savRSaNa
608,189,vikAlam
609,189,Apastambadharma
610,189,uraga
611,189,bahulita
612,189,zatatama
613,190,kuraGganetrA
614,191,dADimapuSpa
615,191,vainya
616,191,kiJcilika
617,192,khaNDIkR
618,192,sRkAvin
619,192,mahAbhimAna
620,192,cauNTya
621,193,vRddhizrAddhaprayoga
622,193,parizrama
623,193,zuno
624,193,devatara
625,193,satkadamba
626,194,dadhibhANDa
627,194,zamb
628,195,jIraNa
629,195,vinatAzva
630,196,uSNaka
631,197,dazarathatattva
632,197,nizAna
633,197,bhavadeva
634,197,raddha
635,197,vipaJcaya
636,197,zreyasItarA
637,198,abhiSaha
638,198,arthAdhikArin
639,198,pratyApanna
640,198,uddyotaka
641,198,mRducArubhASin
642,199,pratyapakR
643,199,dakSu
644,199,patiSTha
645,199,ardhacandrabhAgin
646,200,matikarman
647,200,saMsArabandhana
648,200,saptapAkasaMsthAvidhi
649,200,jihmam
650,200,azanihata
651,201,truTizas
652,201,vAtavairin
653,201,dRSTArthatattvajJa
654,201,rurumuNDa
655,201,himavatsuta
656,201,zmazrula
657,202,arAtIya
658,202,kSayarogin
659,202,kAmavRddhi
660,203,bhRtyavarga
661,203,zuddhavaMzya
662,203,harSula
663,204,ardhe
664,204,mArAbhirAma
665,204,vasudhara
666,205,dadhivAhana
667,205,vAripUrvam
668,205,uttamA
669,206,baudhya
670,206,UrjasvatI
671,206,bhISmagarjitaghoSasvararAja
672,206,yathAnupUrvam
673,206,staupika
674,207,aparvatIya
675,207,carmasamudbhava
676,207,kalApUrNa
677,207,dolayAtrA
678,207,viSNusiMha
679,208,morezvara
680,208,zleSmAntaka
681,208,sparzA
682,208,poTTala
683,209,udbhuja
684,209,AkrIDabhUmi
685,209,varSA
686,210,mahAdevASTottarazatanAman
687,210,garbhetRpta
688,210,kharageha
689,210,satyAbhiyAcanA
690,211,saMzruta
691,212,karNasUci
692,212,gambhIratva
693,213,sakaluSa
694,213,vaidyanAthamAhAtmya
695,214,bimbalakSaNa
696,215,kaTUSaNa
697,215,citrabarhin
698,215,bodhyaGga
699,215,bahusAdhana
700,215,pratinistRR
701,215,zibhra
702,216,cATakAyana
703,217,kaphAri
704,217,vAyasekSuka
705,217,prAdeza
706,217,sarvaliGgasaMnyAsanirNaya
707,217,nitud
708,218,vinAyakapaNDita
709,218,prasruti
710,219,yoginIdazAkrama
711,219,sakhya
712,220,sarasvatItIrthamAhAtmya
713,220,pAtaJjali
714,221,bahiHzIta
715,221,haviSyabhakSa
716,221,saMyoddhR
717,221,zailadhara
718,221,vyAttAsya
719,222,harizikha
720,222,kalazIsuta
721,222,varAhamihira
722,223,kaulmalabarhiSa
723,223,AyathAtathya
724,223,zAkhila
725,224,modaka
726,224,citrapiccha
727,224,mak
728,225,cuzcuSA
729,226,prativastuvastUpamA
730,226,pAvakArcis
731,227,brAhmaNabhAva
732,227,dhanahArin
733,227,hRdroga
734,227,yajJamaJjUSA
735,227,hatakaNTaka
736,228,paNitR
737,228,asaMdigdham
738,228,piSTarAtrI
739,228,dazamUlI
740,229,pracayana
741,229,vyavahAramAtRkA
742,229,candrasUryapradIpa
743,229,uS
744,229,parilubh
745,230,bhAsvaravarNa
746,230,ghrAM
747,230,samudradayitA
748,230,medazcheda
749,231,harSaNa
750,231,vibhedana
751,231,kAmataru
752,232,kiMvRtta
753,232,pratipathika
754,232,naiSpuruSya
755,232,vihat
756,232,vaiSNavavaidyakazAstra
757,233,nAgabodhin
758,233,gArgI
759,233,UDharatha
760,234,didRkSA
761,234,kuNDapAyya
762,234,Asita
763,235,sahasvat
764,235,caTacaTa
765,236,sapariSatka
766,236,jauhotyAdika
767,236,mahAmRtyuMjayamantra
768,236,ghrANaja
769,237,dugdhinikA
770,237,layAlaya
771,237,vallabhatama
772,237,kSudravallI
773,237,divAcArin
774,237,upakalpa
775,238,niSparIkSa
776,238,Adima
777,238,caupayatavidha
778,238,apyad
779,238,prabhu
780,239,saMkSiptadairghya
781,239,yamayA
782,240,anuzabdita
783,240,kSaNabhUta
784,240,gavi
785,240,vIrarasa
786,241,maJji
787,241,sarvalI
788,241,trizAkha
789,242,bhramareSTA
790,243,jaleruhA
791,243,kavandha
792,243,uraNAkSa
793,243,cANDAlikAzrama
794,244,utphal
795,244,Rtvan
796,244,abhidhanv
797,244,upod
798,245,bAlAdityavrata
799,245,mitrabhAnu
800,245,padmanandin
801,245,vipramaTha
802,246,zabdazaktiprabodhinI
803,246,madanasenA
804,246,zAyasthi
805,247,sariNyu
806,247,karvarI
807,248,ghRtoda
808,248,hiraNyavI
809,248,stobdhavya
810,248,zloN
811,248,vaiSNavakutUhala
812,249,sahasranetrAnanapAdabAhu
813,249,taruNaya
814,249,kunAsa
815,250,vijitvaratva
816,250,dvizAkha
817,250,utkliz
818,250,pArApatapadI
819,250,namayitavya
820,251,apasyA
821,251,vArAhapattrI
822,251,vratanirNaya
823,251,ananvAgata
824,252,pakSimRgatA
825,252,mukulIkRta
826,252,pavanakSipta
827,252,mahAjayA
828,252,rAjendradazAvadhAna
829,253,nityapralaya
830,253,revantamanusU
831,253,virodhita
832,253,zrIpAlita
833,254,svAdukAra
834,254,zrutimUlaka
835,255,ukthapAtra
836,256,zAntalAbha
837,256,mahAzUnyatA
838,256,gajAnIka
839,256,vATyapuSpI
840,256,mayUrasArin
841,256,gAha
842,257,maGgalArtham
843,257,vyAsaJj
844,257,vAratra
845,257,rathAGgatulyAhvayana
846,258,sthititA
847,258,pAriyAtra
848,258,garmUcchada
849,258,purojava
850,258,as
851,259,medorbuda
852,259,kAryatas
853,259,piNDapAda
854,260,zrIya
855,260,vaihatI
856,260,Dallaka
857,260,jIvanAtha
858,260,nimuSTi
859,261,samanubhU
860,261,pitRyajJa
861,261,azeSatva
862,261,zivAphalA
863,262,mUtralA
864,262,sphyAgra
865,262,zarkarika
866,262,sakRtprasUtikA
867,263,SaDvargIya
868,263,uddAmam
869,263,avavye
870,263,irikAvana
871,263,suhRtprakAzAkhyastava
872,263,kSIravaha
873,264,kilikilA
874,265,anurAgeGgita
875,266,tArAtIrtha
876,266,zailAdi
877,267,himagiri
878,267,cetu
879,267,sparzatanmAtra
880,268,raitasa
881,268,pratimahAvyAhRti
882,269,vistIrNabheda
883,269,kalinAtha
884,269,sargaka
885,270,janmAntarINa
886,270,poSitavya
887,270,sakhya
888,270,dugha
889,271,sArtarava
890,271,vanapraveza
891,271,pravIraka
892,272,vijigISutva
893,272,vizvAmitrakalpa
894,272,karaNAdhipa
895,272,ardhendra
896,272,vAtakarman
897,272,priyaMkara
898,273,abhyanujJAna
899,273,vaizAli
900,273,rAjakIra
901,273,sarvasukhakRt
902,274,vitaraNa
903,275,vargavarga
904,275,kaNTavRkSa
905,275,saMkamp
906,275,lokakAntA
907,275,paThitasiddhasArasvatastotra
908,275,cilAtiputra
909,276,madADhya
910,276,vicakSya
911,276,UNi
912,276,bhAraDasAman
913,276,prahAtavya
914,276,pUSamitra
915,277,bhiyas
916,277,iriNa
917,277,sAtrAjitI
918,277,saGgavarjita
919,277,sugrIva
920,277,kRtnu
921,278,yajJabhoktR
922,278,upalakSaNa
923,278,AkSepin
924,278,guruzokAnala
925,279,DahU
926,279,paiGgi
927,279,tArazuddhikRt
928,280,anuproh
929,280,SaTsthAnakavRtti
930,280,suvitata
931,280,dhAvat
932,281,yAdavavyAsa
933,281,navaraktaka
934,281,madhukUTa
935,282,karmiSTha
936,282,ramaThadhvani
937,283,zAtra
938,284,upasarjana
939,284,nivezanIya
940,285,viSamacakravAla
941,285,AcAratantra
942,285,satsampradAya
943,285,viviktavarNa
944,285,kutsakuzikikA
945,286,parvatezvara
946,287,mandagA
947,287,subodhajAtaka
948,287,rajanImukha
949,288,copaka
950,288,vaikhAnasAzrama
951,289,vaidyamahodadhi
952,289,vaivadhikatA
953,289,kSIramadhurA
954,289,Aryadezya
955,290,zIrSabhAra
956,291,yAnapAtra
957,291,AdipuruSa
958,291,dAmatUSa
959,291,kaS
960,292,vikAsa
961,292,zvabhrapati
962,292,nandalAla
963,292,hRdayodaGka
964,292,zAraNika
965,292,pUtikuSmANDAyamAnatva
966,293,maithileya
967,293,Atithigva
968,293,tAmrabIja
969,293,nAtivyasta
970,293,abhyapakram
971,293,guNAlaMkRta
972,294,bhadrAkSa
973,294,viSamazlokaTIkA
974,294,payaHphenI
975,295,acalapura
976,296,asauSThava
977,296,sutapAvan
978,297,bhAdravarmaNa
979,298,vAyuvegin
980,298,liGgazarIra
981,298,lIlodyAna
982,298,kavimaNDana
983,299,vigalita
984,299,kuTumbakalaha
985,299,durgamAzubodhinI
986,299,mAyApati
987,300,zikhaNDAstha
988,300,dhAyas
989,300,aGkuzA
990,300,sipila
991,301,sajuS
992,301,ekavastratA
993,301,prazasyatA
994,301,pratIpaka
995,301,sarSapa
996,301,bhramarapada
997,302,zvaJj
998,302,tilabhAvinI
999,302,madAmbu
1000,302,mAnasaukas
1001,302,abhyarcA
1002,302,saMdhijA
1003,303,AGgulika
1004,303,gurukArya
1005,303,zivavallI
1006,303,pratyagAtma
1007,304,sUtrakarmakRt
1008,304,zRtAtaGkya
1009,304,zrAddhasaukhya
1010,304,varadA
1011,305,rAjAsalakhaNa
1012,305,acitti
1013,305,viSuvarekhA
1014,306,DAlima
1015,306,taraTa
1016,306,akhkhalIkRtyA
1017,306,zivakAJcImAhAtmya
1018,306,kalaka
1019,307,vizeSaNatA
1020,307,zazin
1021,307,bodhyaGgavatI
1022,308,vipIta
1023,308,anadhigamya
1024,309,vratadhara
1025,310,bhavAnIsakha
1026,310,dRSTimaNDala
1027,310,pRSThaga
1028,311,atUrtapathin
1029,311,tuGgabIja
1030,311,sAkaMvRt
1031,311,saMsevitR
1032,312,sarvapurakSetramAhAtmya
1033,312,samuddhatataraMgin
1034,313,zivaliGgAnandajJAnodaya
1035,313,rAjatIrtha
1036,313,dAsIsabha
1037,314,sAmIcIkaraNIya
1038,314,gandhana
1039,314,kamalAyatAkSa
1040,314,dharmottamA
1041,314,svaireSu
1042,315,sakarNa
1043,315,abhisartR
1044,315,anAzakanivRtta
1045,315,pArA
1046,316,mahAsura
1047,316,puruSottamatIrthaprayogatattva
1048,316,zaraloma
1049,316,naisarpa
1050,317,sarodaka
1051,318,sarvatiktA
1052,318,dRDhekSurA
1053,318,kSINazakti
1054,319,sthUlaroma
1055,319,praznajJAna
1056,319,nimeSaruc
1057,320,sunaha
1058,320,mAtrAsparza
1059,320,pArikha
1060,320,apanasa
1061,320,sAmarika
1062,320,madanadaMSTrA
1063,321,anUrdhva
1064,321,zuktimatI
1065,322,vAgdevatA
1066,322,rasamaya
1067,323,mahAvegalabdhasthAma
1068,324,vedAntopagata
1069,324,paramANukAraNavAda
1070,324,bhUSaNabhUSaNa
1071,324,adhirAjya
1072,324,govindAnanda
1073,324,viSuvan
1074,325,varAhazaila
1075,325,atyantakopana
1076,325,pArindra
1077,326,jayantIpura
1078,326,RkSavarNa
1079,326,opya
1080,326,daivAvRdh
1081,327,vizayavat
1082,327,vArtana
1083,327,kiMdama
1084,328,nantR
1085,328,atitvar
1086,329,zIghravikrama
1087,329,kAkatva
1088,330,harimanta
1089,330,zvaj
1090,330,mAMsika
1091,331,RG
1092,331,bhavAntara
1093,332,nIcAmeDhra
1094,332,pratisR
1095,333,gharmamAsa
1096,333,tRSyAvat
1097,333,gehabhU
1098,333,adhyavasAyin
1099,333,AcArya
1100,333,garbhadhAraNa
1101,334,palAGga
1102,334,padmazAyinI
1103,334,alaghUpala
1104,335,lekhanI
1105,335,kaulaputraka
1106,335,maNigaNa
1107,336,manujottama
1108,336,ArdhadrauNika
1109,336,abhimAda
1110,336,rogonmAdita
1111,336,prabhAnIya
1112,337,apayAna
1113,337,mArkaNDI
1114,337,nyAyaratna
1115,337,naigeya
1116,338,adhirUDhAkarNa
1117,338,kavitAmRtakUpa
1118,338,saddhI
1119,338,deveSita
1120,339,kAlakUTapati
1121,339,sauratha
1122,339,svaprakAzapradIpikA
1123,339,mauJjIpattrA
1124,339,vibhinnatA
1125,339,dhArAdharAtyaya
1126,340,zabdAnuviddhasamAdhipaJcaka
1127,341,viSNusvAmin
1128,341,raktadRSTi
1129,341,nIlapakSman
1130,341,kezavyudAharaNa
1131,341,viDgraha
1132,341,kramAnvaya
1133,342,adhrigu
1134,342,divyaprajJAna
1135,343,AnilI
1136,344,nagnA
1137,344,bhuvanezvarIvarivasyArahasya
1138,344,catuHpaJcAza
1139,345,vadhUsarA
1140,345,duSTIya
1141,345,mallanAtha
1142,346,zatrujaya
1143,346,citradhrajati
1144,346,malhaNastotra
1145,346,rakSApattra
1146,347,navavRSa
1147,347,nidrAdaridra
1148,347,rohiNItva
1149,348,karmika
1150,349,hiraNyavartani
1151,349,kRzara
1152,349,bhujagabhojin
1153,349,puSpamaya
1154,349,Agur
1155,350,stanakuDmala
1156,350,maukunda
1157,350,viparItAnta
1158,350,ziziramAsa
1159,351,paTTalA
1160,351,limbabhaTTa
1161,352,utkaNTakita
1162,352,libi
1163,352,SADguNyasaMyuta
1164,352,pATavika
1165,352,gorava
1166,352,AgrahAyaNI
1167,353,pAnIyAlu
1168,353,vasantartu
1169,353,sunAsa
1170,353,sAraseya
1171,354,meruprabhAsa
1172,354,zAstrajJatva
1173,354,adhyAtmacetas
1174,354,bharaNiSeNa
1175,354,vicArasthala
1176,354,upodgrah
1177,355,vyApArakAraka
1178,356,jAnakIza
1179,356,pramurch
1180,357,pariSvaGga
1181,357,prayantR
1182,357,mAtRghAtaka
1183,357,nityAnadhyAya
1184,357,cUlikopaniSad
1185,358,kAGkSaNIya
1186,359,guDA
1187,359,armakapAla
1188,360,vAtyAya
1189,361,ajitAtman
1190,361,girita
1191,361,saptaratna
1192,361,masI
1193,361,tRNaidha
1194,361,ekahasta
1195,362,sapariSatka
1196,362,saDiNDimam
1197,362,bhasana
1198,362,ajIti
1199,362,karmayoni
1200,362,klinnAkSa
1201,363,paribhaGga
1202,363,mRtazabda
