B1,B2,B3
92,25,dalmimat
93,25,upAyavat
94,25,kAndavika
95,26,caritArthita
96,26,agnihotrocchiSTa
97,26,sammiti
98,27,kauruma
99,27,rathakalpaka
100,28,nidhAna
101,28,pUrvopakrama
102,28,ADhakajambuka
103,29,caitaki
104,29,amarAcArya
105,30,kRtakautuka
106,30,purIdAsa
107,30,revatottara
108,30,rAmapUjAsaraNi
109,30,jalpaka
110,31,saMvRddhi
111,31,bahiHzauca
112,31,prahantavya
113,31,pUjanIya
114,32,prahRSTamukha
115,33,zaMkarasambhava
116,33,vinipAtagata
117,34,chAndoga
118,34,praskunda
119,34,apAramArthika
120,35,mASatila
121,35,amanI
122,35,tulyazodhana
123,35,vRSTa
124,35,zaMkarakavaca
125,36,samAvRttaka
126,36,surApagA
127,36,layasthAna
128,36,vairAnubandhin
129,37,brahmayazasin
130,38,raGgapatAkA
131,38,prakSAlya
132,38,vetrAsura
133,38,parAparaitR
134,38,parimRSTa
135,38,dattAdatta
136,39,kuJjararUpin
137,39,Asrava
138,40,vaitaNDin
139,40,zvetadruma
140,40,vyatitan
141,40,pratividhitsA
142,41,dyusaras
143,41,nizritya
144,41,upalabhya
145,41,naiSpeSikatva
146,42,muJjavivayana
147,42,golAGgUla
148,42,kutIpAda
149,42,zamitaruci
150,42,sAdhucaritra
151,42,stanakumbha
152,43,sAriSTha
153,43,nistodana
154,43,bhRD
155,44,vivyadh
156,45,adRpita
157,45,vizvakarmIyazilpa
158,45,hayakAtarA
159,45,mRtyumRtyutva
160,45,saraTazAstra
161,45,upadhmAna
162,46,zUramUrdhamaya
163,46,sauzIlya
164,46,haladdI
165,47,dharmavyavasthA
166,47,viSamazara
167,47,zAstravipratiSedha
168,48,Avarham
169,48,alabdha
170,49,ekAntamati
171,49,vijayaketu
172,50,prAyaNIyAvat
173,50,upAstamanavelA
174,50,pUrita
175,50,rocis
176,51,antarAgAra
177,51,vigarhA
178,51,atimAnitA
179,52,jihvA
180,52,yuJjaka
181,52,prArthitadurlabha
182,52,paratantra
183,52,vaidikacchandaHprakAza
184,53,upaduS
185,53,asaMsRti
186,53,bhUkuSmANDI
187,53,nartakItva
188,53,yajJabhRt
189,53,zalabha
190,54,vRSavat
191,55,gRhastha
192,56,dinAstra
193,56,upajIvya
194,57,sthirapattra
195,57,upArAdh
196,57,nityakRtya
197,58,varSAmada
198,59,prakramitR
199,60,gaganaparidhAna
200,60,ulapa
201,60,kezavyudAharaNa
202,60,SoDazartvikkratu
203,60,saMdezahArin
204,60,avanATanAsika
205,61,malada
206,62,sasneha
207,62,pariviSTa
208,62,vratasnAna
209,63,ajikA
210,63,dhRtadakSa
211,63,vidveSakarman
212,63,susatya
213,63,cyus
214,63,karapuTAJjali
215,64,churita
216,64,ghATA
217,64,anukAGkS
218,64,bhinnAJjanavarNa
219,65,mahAsiMha
220,65,kSepIyas
221,66,anAthasabhA
222,66,sadoSavikAza
223,66,rAjazAkiNI
224,66,hetUkR
225,67,nakSatramAlAya
226,67,susAvitra
227,67,saMghuSTa
228,67,abhiSyand
229,67,pracalakin
230,67,sthirajIvin
231,68,yAveya
232,68,strIvaza
233,68,vyavahArapariziSTa
234,69,triphalI
235,69,candrAtapa
236,69,bhUtArma
237,69,anusaMdhAna
238,69,kAlaviprakarSa
239,70,vANyovida
240,70,sAyaMyAvan
241,70,yavamatI
242,71,asizimbI
243,71,vIkS
244,71,sasyaprada
245,71,girinimnagA
246,71,vizeSaniruktyAloka
247,71,catuHsthAna
248,72,samunmajj
249,72,luG
250,72,mAnayitR
251,72,rAmanavamIvratakathA
252,72,rolicandrU
253,72,sUtamukha
254,73,vAcasAmpati
255,74,mukhacchada
256,74,nannamyamAna
257,74,raGganAthapAdukAsahasra
258,74,mahAlakSmIkalpa
259,75,abhidiz
260,75,uddA
261,75,vilasan
262,75,atisArin
263,75,nItArtha
264,75,piSTasaMyavana
265,76,kAniSThika
266,76,parasparahata
267,76,vAdara
268,76,rathaspRz
269,76,karabhorU
270,77,kump
271,78,zambhUvartani
272,78,bahuvallI
273,78,sumati
274,78,avapIDa
275,78,bubhUrSu
276,78,upapadasamAsa
277,79,rAmAyaNasUtradIpikA
278,79,tRbhi
279,79,kAyastha
280,80,apaci
281,80,paryavadAna
282,80,zuddhiviveka
283,80,vasv
284,80,pretAlaya
285,80,abhAna
286,81,nyAyavilAsa
287,81,surAmeha
288,81,yUpakaTaka
289,81,rAmapUga
290,82,zatazalAkA
291,82,sahajazatru
292,82,pAnIyazIta
293,82,mahAsmRti
294,82,tirazcInapRzni
295,83,harSumat
296,83,pragalbhatA
297,83,vaizIputra
298,83,durbIriNa
299,84,aGgakarman
300,85,zuddhabodha
301,85,ekayAvan
302,85,lIsuSa
303,86,anuharamANa
304,86,manasvitA
305,86,kuNDaka
306,86,sambhinnatA
307,86,strIyantra
308,87,aSTApruS
309,88,pUrtadharma
310,88,viTpaNya
311,88,kavAsakha
312,88,vArSagaNa
313,88,upasaMgam
314,88,khaTTAGga
315,89,kAmAya
316,89,AkAramat
317,89,dadhimantha
318,89,pratibhAvazAt
319,89,graharAja
320,90,kAlakalpa
321,91,hanumatpaJcAGga
322,91,mitrabandhuhIna
323,91,uddhUnana
324,91,taptatapas
325,92,prAgahi
326,92,visphAraka
327,92,brahmayazasa
328,92,pRtanASAhya
329,92,prabhAnanA
330,93,hAsyarasavat
331,94,aparI
332,95,akliSTakarman
333,95,much
334,95,anuvidhA
335,95,kadhi
336,95,satsaMgraha
337,96,yAtayAma
338,96,rAjyavibhUti
339,96,vizvAtmanas
340,96,siddhaguru
341,96,kUTatulA
342,97,garbhasamaya
343,97,buddhivarjita
344,98,vyajanaka
345,98,niSpAdya
346,98,ekIbhAvin
347,98,gUDhavarcas
348,98,dezika
349,98,pitRvana
350,99,likhitatva
351,99,gandikA
352,99,rAjaka
353,99,AprI
354,100,lakSyI
355,100,mAtAmahI
356,100,devajuSTa
357,100,govAhin
358,100,mukhazRGga
