B1,B2,B3
593,25,apahAra
594,25,cauhAra
595,25,barhiSada
596,25,bhogadA
597,25,madhvamataprakaraNa
598,25,suhAsa
599,25,yajJasena
600,25,maGkhuNa
601,25,kauSya
602,25,surAjan
603,25,AyuSa
604,25,unmattagaGgam
605,25,dvigarta
606,25,haridrAgaNapati
607,25,parimAthin
608,25,kulAlikA
609,25,arahita
610,25,lakSmIpUjA
611,25,aTTAlikA
612,25,sundaramaNisaMdarbha
613,25,sahasrayojana
614,25,saMvyAya
615,25,AgnyAdheyika
616,25,yogAkhyAna
617,25,purastAducca
618,25,ratharvI
619,25,pAdatas
620,25,janoloka
621,25,tvagdoSApahA
622,25,kukSikUjita
623,25,atirAtra
624,25,ligI
625,25,pariveST
626,25,kaitaveya
627,25,kalazodarI
628,25,tamasvat
629,25,mahAjyaiSThI
630,26,suguptam
631,26,bhAjanacArika
632,26,bhaNDanIya
633,26,sraSTRtva
634,26,kark
635,26,suvAcas
636,26,guDapiSTa
637,26,vilAsakodaNDa
638,26,raGgamadhya
639,26,pAvamAnI
640,26,liGgin
641,27,bhuvapati
642,27,gajagAminI
643,27,vivekarahita
644,27,sarvadAtR
645,27,bhArgavAya
646,27,bAdhapUrvapakSagranthavivecana
647,27,vrAtyastoma
648,27,saMhatastanI
649,27,pratyAgatAsu
650,27,sacihna
651,27,dAdin
652,27,abhihu
653,27,prazithilIkRta
654,27,lASuka
655,27,gandharvakhaNDa
656,27,mahAtapana
657,27,zatAzva
658,27,tRNabindu
659,27,bakavRkSa
660,27,smaronmAda
661,27,agamyAgamanIya
662,27,nivacanekR
663,27,ghATA
664,27,cumbin
665,27,stutazastravat
666,27,ApyAyanI
667,27,chattrAdi
668,27,pAdatale
669,27,nitambabimba
670,27,luNTha
671,27,kusthalapura
672,27,sujambhan
673,27,svazcandra
674,27,zAlInatA
675,27,maryAdAcala
676,27,Ajanana
677,27,saMsAdhana
678,27,rasikabhUSaNa
679,27,zAra
680,27,abhinata
681,27,mukharikA
682,27,kArAdhunI
683,27,pAdmasaMhitAprayoga
684,27,atizayin
685,27,ujjhita
686,28,auDavi
687,28,zAlAmRga
688,28,toyapAta
689,28,zunI
690,29,diGmoha
691,29,kubhukta
692,29,pIluparNI
693,29,ugradaNDa
694,29,ubhayavartanin
695,29,rasezvara
696,29,upapAdana
697,29,arkamUla
698,29,alAyudha
699,29,jalasambhava
700,29,gandhiparNa
701,29,duHkhAnvita
702,29,nArakikIya
703,29,UlI
704,29,vRttaratnAvali
705,29,paralokavidhi
706,29,kAlayoga
707,29,ziroveSTa
708,29,bhavadvacana
709,29,nimIlA
710,29,sarpikA
711,29,upAvanam
712,29,hemavallI
713,30,SADguNyaprayoga
714,30,udaGmRttika
715,30,mahnyA
716,30,kuntijit
717,30,aGkya
718,30,kAdambarIlocanAnanda
719,30,divadarza
720,30,tAmradvIpaka
721,30,gatajIvita
722,30,agradAtR
723,30,dharmanAzA
724,30,anupasecana
725,30,saMkIrNayoni
726,30,iraNya
727,30,balipodakI
728,30,pratiniHsRSTa
729,30,hiraNyazipra
730,30,tanUkartR
731,30,vallabhadeva
732,30,jJata
733,30,ubhayatas
734,30,modanIya
735,30,paiSTika
736,30,vikarNikA
737,30,mAnasthiti
738,30,sukhazrava
739,30,mahAkarman
740,30,saptala
741,30,duHkhAbhijJa
742,30,AmantrayitR
743,30,kSetradUtikA
744,30,pratiSThiv
745,31,vipannadIdhiti
746,31,durjala
747,31,nidarzanArtham
748,31,japAkhyA
749,31,say
750,31,saMgrAmapaTaha
751,31,abhyUSakhAdikA
752,32,gopayitavya
753,32,attikA
754,32,dakSiNArus
755,32,siMhapippalI
756,32,vijihma
757,32,lajjAdhAra
758,32,vedAntavilAsa
759,32,vaighAtya
760,32,viyatpatAkA
761,32,virecana
762,32,eta
763,32,pratimud
764,32,indradvIpa
765,32,sukhapratyarthitA
766,32,svayaMvaravadhU
767,32,kSudhAlu
768,32,zrutasenA
769,32,AruNaketuka
770,32,kaJjAra
771,32,saMdarbha
772,32,prakamp
773,32,pizaGgila
774,32,avasupta
775,32,prAtipakSa
776,32,gajavIthI
777,32,gandharvartu
778,32,unnahana
779,32,miNmiNatva
780,32,zvAnavaikharI
781,32,zothajihma
782,32,hArahArA
783,32,kulakalaGkita
784,32,itarAGga
785,32,dvAralakSaNapaTala
786,32,sparzavattva
787,33,kSatajapAta
788,33,ayazcUrNa
789,33,bRhadIzvaradIkSitIya
790,33,anuSThyA
791,33,sambaddha
792,33,tRtIyabhikSA
793,34,vedAcArya
794,34,bahirbhava
795,34,anAyuSya
796,34,prakR
797,34,adharAraNi
798,34,ubhayatazcakra
799,34,tantrakAra
800,34,brahmAdya
801,34,vizvamUrti
802,34,zukapraznasaMhitA
803,34,upasRtya
804,34,nayanavAri
805,34,havyapa
806,34,phalanirvRtti
807,34,sarathapAdAta
808,34,vala
809,34,vyAkartR
810,34,tvadvivAcana
811,34,nRsiMhamantra
812,34,abhisaMzIna
813,34,bhUmyanRta
814,34,uccairbhuja
815,34,maNyAloka
816,34,sarvavidyAmaya
817,34,makk
818,34,saMgatha
819,34,unmI
820,34,iSTakApatha
821,34,dvipraiSa
822,34,atinidra
823,34,kAJcanIya
824,34,arjunatas
825,34,pattrarekhA
826,34,ucchiSTabhojana
827,34,prativipAzam
828,34,aJjas
829,34,Arjuna
830,34,nirAbAdham
831,35,bahvapa
832,35,pArvati
833,35,TaGkana
834,35,prabalIbhU
835,35,caturdaza
836,35,yathopapanna
837,35,vandhyAtva
838,35,parAparajJa
839,35,saikSava
840,35,kSIrasarpis
841,35,pANinIya
842,35,gluJc
843,35,bharahUti
844,36,janeSTA
845,36,zItIbhUta
846,36,viyadgaGgA
847,36,tAli
848,37,jhallakaNTha
849,37,gucchabudhnA
850,37,visratva
851,37,svAdUkR
852,37,prastutAGkura
853,37,abhijAti
854,37,heyatva
855,37,parAvasathazAyin
856,37,sanatkumArakalpa
857,37,caNDAntika
858,37,savyasAcin
859,37,gAntra
860,37,nizri
861,37,bhRguvAsara
862,37,rakSitikA
863,37,adhivRkSasUrye
864,37,prajApatibhakSita
865,37,guNagAna
866,37,phalada
867,37,satsukhAnubhava
868,37,rahasyAkhyAyin
869,37,asaMnikarSa
870,37,janakabhadra
871,37,jArtika
872,37,sadyomAMsa
873,37,vasUpamAna
874,37,viSin
875,37,vanAzraya
876,37,azmatA
877,37,bRhannAyakIdaNDaka
878,38,apayAna
879,38,siMhasthasnAnapaddhati
880,38,srotojava
881,38,bhuTTapura
882,38,anuratha
883,38,zivayajvan
884,38,adhyavasAyita
885,39,pramad
886,39,sakRtphalA
887,39,uttambhana
888,39,sahopalambha
889,39,antarvidvas
890,39,udbodhana
891,39,kaumudIcAra
892,39,vayaHsukha
893,39,ghanajvAlA
894,39,karavIrabhujA
895,39,pramatta
896,39,anuSTra
897,39,cholaGga
898,39,vanarAja
899,39,zAryAta
900,39,vardhApana
901,39,saptadazasAmidhenIka
902,39,bhAgalakSaNA
903,39,sakalasiddhi
904,39,lomakaraNI
905,39,rasatattvasAra
906,39,kelikala
907,39,aikabhautika
908,39,jajjala
909,39,capeTikA
910,39,mAsIna
911,39,nibhRtIkR
912,39,trinAbha
913,39,lakSmIkulatantra
914,39,sukhasaMsparza
915,40,paJcAtmakatva
916,40,dvAdazyudyApana
917,40,svAdIyas
918,40,viloma
919,40,zubhadarzana
920,40,anityadatrima
921,40,zleSmabhava
922,40,saMnisUdita
923,40,vilajj
924,40,vakSogrIva
925,40,vIrasthAna
926,40,Alambi
927,40,mahArajanagandhi
928,40,vizvadhAman
929,40,vandhyAvalI
930,40,suprabhAtastotra
931,40,vipuloraska
932,40,vidyamAna
933,40,dRDharaGgA
934,40,cirapraNaSTa
935,40,udayavat
936,40,pApayA
937,40,svAyambhuvamanupitR
938,40,zaTA
939,40,bharaNya
940,40,razanAguNa
941,40,vikSaraNa
942,40,paGkajavat
943,40,vAyudvAra
944,41,kayasthA
945,41,kauNDilyaka
946,41,sitacchada
947,41,arghApacaya
948,41,svagAkRti
949,41,paralokabAdha
950,41,bhadantaghoSaka
951,41,matsyA
952,41,khaNDIra
953,41,paizAca
954,41,zucayat
955,41,gah
956,41,udakacandra
957,41,AvRS
958,41,sthAlIpAkaprayoga
959,41,nidhipA
960,41,prahAvat
961,41,sahayuj
962,41,smarAgAra
963,41,kaTAha
964,41,sAramUSikA
965,41,anupasarga
966,41,pUrvatApinI
967,41,kaumudItaru
968,41,ekadRz
969,41,AghaTTanA
970,41,nidhruvi
971,41,azanAnazana
972,41,pANisaMgraha
973,41,brAhmaNi
974,41,narendramArga
975,41,nirveda
976,41,sarvAdhikya
977,41,hemagarbha
978,41,puramathitR
979,41,krUrakRkara
980,41,udaravat
981,41,atasI
982,41,udrapAraka
983,41,anupamardana
984,41,prativIrya
985,42,RjvI
986,42,RzyazRGga
987,42,vedana
988,42,nirdah
989,42,saMtatajvara
990,42,pramedita
991,42,muktisAra
992,42,iSuhasta
993,42,kurakA
994,42,gulA
995,42,AjJAparigraha
996,42,dhuryetara
997,42,dhrA
998,42,pRSTabandhu
999,42,nadIkUlapriya
1000,42,haMsI
1001,42,vaDabhI
1002,42,allaTa
1003,42,azrumaya
1004,42,somAgniSToma
1005,42,vrajamohana
1006,42,devajagdha
1007,42,utpID
1008,42,karNAlaMkaraNa
1009,42,karmaphalahetu
1010,42,apidhAnI
1011,42,karNikArapriya
1012,43,madhujA
1013,43,zokanAza
1014,43,prapuMnADa
1015,43,durbuddhi
1016,43,parhANa
1017,43,pradhvaMs
1018,43,vyaMsaka
1019,43,mRNAlabhaGga
1020,43,yAdavarAghavapANDavIya
1021,43,zuddhikaumudI
1022,43,azrunetra
1023,43,kAtantrakaumudI
1024,44,dazanAli
1025,44,uttarAbhAsatva
1026,44,nemadhiti
1027,44,anupuruSa
1028,44,vyapayAta
1029,44,saptaparNI
1030,44,vyAsatryambaka
1031,44,utsAdanIya
1032,44,AviSTatva
1033,44,ghArteya
1034,44,yuktakArin
1035,44,mRgacarmIya
1036,44,avakhAda
1037,44,kopaparIta
1038,44,drekA
1039,44,sUSuvANa
1040,44,pizAcasaMcAra
1041,44,nirvAha
1042,44,visambhoga
1043,44,pUrvAdi
1044,44,bhUkarNi
1045,44,pattrazRGgI
1046,44,raktadruma
1047,44,uTTaGkita
1048,44,tulApuruSa
1049,44,RkSapati
1050,44,veSavAra
1051,44,sambhUtatva
1052,44,sampravip
1053,44,jAtAnukampa
1054,44,paurAgragaNya
1055,44,durvyavasita
1056,44,krUragandha
1057,44,lAbU
1058,44,kanakasUtra
1059,44,muktAsana
1060,44,kalizatru
1061,44,zrayin
1062,44,drutataragati
1063,44,agnihotreSTi
1064,44,naukarNI
1065,44,sukharAtrikA
1066,44,AgIta
1067,44,pArthivazreSTha
1068,44,kapotAri
1069,44,mithyApraNidhAna
1070,44,smarapriyA
1071,44,mahezvaravaidya
1072,44,zrIsambhUtA
1073,44,nabh
1074,44,varNakA
1075,45,uddaNDita
1076,45,vikAGkSin
1077,45,pratigupyam
1078,45,guNa
1079,45,pRR
1080,45,kramukapuSpaka
1081,45,agu
1082,45,hastyazvarathasambAdha
1083,45,avikArya
1084,45,kauvidArya
1085,45,prAgbodhi
1086,45,kokilasmRti
1087,45,zubhakRt
1088,45,kuzinagara
1089,45,sAmasUtra
1090,46,sAmacodanA
1091,46,trivRtparNI
1092,46,durgazaila
1093,46,saMhata
1094,46,trikSAra
1095,46,ANDapIta
1096,46,candramaNDala
1097,46,kSaudrapaTala
1098,46,pheravItantra
1099,46,pIluvAdin
1100,46,citrIkAra
1101,46,trayoviMzat
1102,46,navagrahaprazna
1103,46,kSudhAbhijanana
1104,46,abhiSU
1105,46,prakSa
1106,46,dhUmaka
1107,46,vopula
1108,46,vajrAMzuka
1109,46,zaNazAka
1110,46,padArthacandrikA
1111,46,hAsyatva
1112,46,udvayas
1113,46,dhairyatA
1114,46,hInArtha
1115,46,zazayAna
1116,46,zukrabhU
1117,46,naukAkRSTa
1118,46,samadvibhuja
1119,46,utkhAta
1120,47,raNakSoNi
1121,47,dhAtRpuSpI
1122,47,svapnavat
1123,47,taNDUlikAzrama
1124,47,dauHzAsani
1125,47,vaivAhya
1126,47,mamattara
1127,47,purI
1128,48,vRtya
1129,48,vyApyatva
1130,48,prapIDana
1131,48,samadhiruh
1132,48,sAmayugIna
1133,48,annadAyin
1134,48,vivara
1135,48,zrAddhadeva
1136,48,rahasyatrayavyAkhyArtha
1137,48,mRdulatA
1138,48,apagAram
1139,48,caturazrIkR
1140,48,nArmata
1141,48,jIvAnanda
1142,48,tailapradIpa
1143,48,anilambhasamAdhi
1144,48,pittagulma
1145,48,prasampaz
1146,48,mandakAnta
1147,48,zivAparAdhakSamApaNastotra
1148,48,anantaga
1149,48,aGgas
1150,48,anuvartana
1151,48,khalin
1152,48,nAgAJjanA
1153,48,varkuTa
1154,48,tviSimat
1155,48,marutstotra
1156,48,kumbhIramakSikA
1157,48,puNyajita
1158,48,trilokAtman
1159,48,sravad
1160,48,rasAbhiniveza
1161,48,khArI
1162,48,vijayAsaptamI
1163,48,dustyajya
1164,48,apamRj
1165,48,citranyasta
1166,48,kavyavAla
1167,48,prayogasaMgrahaviveka
1168,48,sthiraliGga
1169,48,mahattaraka
1170,48,spaSTagarbhA
1171,48,sakalIvidhA
1172,48,vAsudevI
1173,48,mithi
1174,48,tIrthamahAhrada
1175,48,alpiSThakIrti
1176,49,vyaciSTha
1177,49,zmazruvat
1178,49,sUkarAkSitA
1179,49,akAlakSepam
1180,49,saMgrAmadeva
1181,49,asraphalA
1182,49,saTTaka
1183,49,vRkaprastha
1184,49,viSanimitta
1185,49,maGg
1186,49,kaMsahanana
1187,49,svarNabhUmikA
1188,49,samav
1189,49,prastabdhagAtra
1190,49,anekaja
1191,49,azvarathadAna
1192,49,kSIravaha
1193,49,satyajJAnAnandatIrtha
1194,49,daNDakAraNya
1195,49,kalyotthAyin
1196,49,veSAnyatva
1197,49,sthAna
1198,49,dikzUlalakSaNa
1199,49,dantabIja
1200,49,pracaNDadeva
1201,49,sabhAryaka
